Source	Target	Type	Citation
GATA2	WT1	1	19212333
GATA3	ALDH1A2	Unknown	9819382
GATA3	CD40LG	1	18719603
GATA3	CD8A	1	8413295
GATA3	CD8B	Unknown	11937547
GATA3	CDH1	1	20189993
GATA3	CDH3	2	22120723
GATA3	CDX2	1	19700764
GATA3	CHST4	1	22446378
GATA3	CXCL1	2	22120723
GATA3	EPO	2	8677751
GATA3	EPOR	Unknown	23577103
GATA3	ERG	1	21536859
GATA3	ERVW-1	1	15888734
GATA3	ESR1	Unknown	17616709
GATA3	FOXC1	2	22120723
GATA3	FOXC2	2	22120723
GATA3	FUT7	Unknown	17075044
GATA3	GATA3	Unknown	20484083
GATA3	HSD17B1	2	9231796
GATA3	IFNG	Unknown	21507199
GATA3	IL10	Unknown	21507199
GATA3	IL12RB2	2	21632975
GATA3	IL4	Unknown	12876556;16498264;22226971
GATA3	IL5	1	10212281
GATA3	IL5	Unknown	16498264;17270283;20522714
GATA3	KLK1	Unknown	19232384
GATA3	LOX	2	21892208
GATA3	MMP1	Unknown	21244711
GATA3	MUC1	1	17078870
GATA3	NFKB1	Unknown	19686049
GATA3	PAEP	1	19483726
GATA3	RELA	Unknown	19686049
GATA3	SLCO4C1	Unknown	23874392
GATA3	STAT4	2	21632975
GATA3	TCF7L2	Unknown	22951069
GATA3	TEK	1	19674970
GATA3	TGFBR3	Unknown	24124001
GATA3	TRA	Unknown	11385613
GATA3	ZEB1	1	20731704
GATA4	AMH	1	11097782;21220346
GATA4	AMH	Unknown	10446911
GATA4	CCND2	1	24416423
GATA4	CYP17A1	Unknown	14988427
GATA4	ERBB2	2	19276186
GATA4	FABP2	1	17290010;22539995
GATA4	FCGR2B	Unknown	15153544
GATA4	FCGR3B	Unknown	15153544
GATA4	FGF10	Unknown	22303449
GATA4	HAMP	1	21609320
GATA4	HDAC9	2	18332107
GATA4	IAPP	1	17290010
GATA4	IL5	1	7791790;9209438
GATA4	NOS3	1	14555463
GATA4	NPPA	1	14573514
GATA4	NPPB	Unknown	15464586
GATA4	SGPL1	Unknown	21184844
GATA4	SI	1	22539995
GATA4	STAR	Unknown	11111087
GATA4	SUMO1	Unknown	15337742
GATA5	SLC5A1	Unknown	18656622
GATA6	APOA1	Unknown	14659877
GATA6	CAV1	2	21514437
GATA6	CYP11A1	1	15284005
GATA6	CYP17A1	1	15284005
GATA6	CYP17A1	Unknown	14988427
GATA6	DAB2	1	16024609
GATA6	DKK1	Unknown	21811562
GATA6	PLAU	2	15231498
GATA6	SULT2A1	1	15388788;19497978
GATA6	VWF	Unknown	12511565
GBX2	IL6	1	10690529
GCM1	ERVFRD-1	Unknown	20484742
GCM1	ERVW-1	1	19692500;24478419
GCM1	MFSD2A	Unknown	20484742
GCM1	PGF	1	18160678
GCM2	CASR	1	18712808
GCM2	PTH	1	20558332
GFI1	BAX	2	17213822
GFI1	CDKN1A	Unknown	16287849
GFI1	CYP27B1	2	15947108;17207994
GFI1	ELANE	Unknown	18328744
GFI1	GUCY1B1	Unknown	14504408
GFI1	NF1	Unknown	14504408
GFI1B	MEF2C	2	21261500
GLI1	AKT1	Unknown	23580656
GLI1	BCL2	1	19074837;21135115
GLI1	BCL2	2	14555646
GLI1	BCL2	Unknown	15520176;24739390
GLI1	BHLHE41	1	24165159
GLI1	CDK2	1	20647328
GLI1	CYR61	1	22056874
GLI1	EGR2	2	18924150
GLI1	FAS	2	21135115
GLI1	H2AFX	2	21860067
GLI1	IL1R2	Unknown	16880536
GLI1	JUN	Unknown	19219074
GLI1	MUC5AC	1	20972463
GLI1	PDGFRA	1	21135115
GLI1	S100A7	Unknown	16880536
GLI1	S100A9	Unknown	16880536
GLI1	SFRP1	1	19930158
GLI1	SMAD4	Unknown	24739390
GLI1	SOCS1	1	24058673
GLI1	SOX9	Unknown	17409199
GLI1	TNFRSF10B	2	21135115
GLI2	BCL2	1	16880536;21135115
GLI2	BHLHE41	Unknown	24165159
GLI2	CDH1	2	23890107
GLI2	FAS	2	21135115
GLI2	FOXA2	Unknown	19360354
GLI2	FOXC2	Unknown	19360354
GLI2	FOXE1	Unknown	19360354
GLI2	FOXF1	1	23034409
GLI2	FOXF1	Unknown	19360354
GLI2	FOXL1	Unknown	19360354
GLI2	FST	1	18319260
GLI2	H2AFX	2	21860067
GLI2	IFITM5	1	23530031
GLI2	JUN	Unknown	19219074
GLI2	MUC5AC	1	20972463
GLI2	PDGFRA	1	21135115
GLI2	SOCS1	1	24058673
GLI2	TNFRSF10B	2	21135115
GLI2	WNT2B	1	19360354
GLI3	HLA-G	2	23592762
GLI3	SMO	1	15072830
GLI3	VMP1	1	22535956
GLIS3	INS	Unknown	23856252
GRHL1	CYP11A1	Unknown	18004979
GSC	GSC2	Unknown	9441739
GTF2A1	TBP	Unknown	12818428
GTF2B	BDKRB1	Unknown	15705059
GTF2F1	BGLAP	Unknown	9265625
GTF2I	DNAAF4	Unknown	18445785
GTF2I	HSPA5	1	19097122;21503958
GTF2I	SIRT1	1	21407215
GTF3A	ADM	Unknown	12630823
GTF3A	BAG3	1	19282432
GTF3A	FUS	Unknown	12364590
GTF3A	RAD51B	Unknown	9878257
GTF3A	STAT1	Unknown	12364590
GZF1	HOXA10	2	16049025
HAND2	DBH	1	14512028
HAND2	GATA4	Unknown	11994297
HAND2	NPPA	1	12392994
HAND2	PHOX2A	1	16280598
HAX1	ATP2A2	2	18971376
HBP1	CDKN1A	2	10030670
HBP1	DNMT1	2	23249948
HBP1	MIF	2	20383199
HBP1	NCF1	2	15024088;18258815
HCFC1	E2F1	1	17612494;19763085
HCFC1	E2F4	2	17612494
HCFC1	MMACHC	Unknown	24011988
HDAC1	ABCB1	2	19435809;20037778
HDAC1	ALOX15	Unknown	19198625
HDAC1	APOC3	Unknown	20516075
HDAC1	AR	Unknown	11971970
HDAC1	BAMBI	2	24448807
HDAC1	BCL2A1	1	17000776
HDAC1	BIRC3	1	17000776
HDAC1	BIRC5	Unknown	17124180
HDAC1	BRCA2	2	18765668
HDAC1	CCND1	1	20049841
HDAC1	CCND1	2	20821348
HDAC1	CCND2	2	11511535
HDAC1	CD1D	2	22419072
HDAC1	CD44	2	18372343
HDAC1	CD82	2	19182791
HDAC1	CDH1	2	18794357;19182791;20580679;21184735;21685935
HDAC1	CDH1	Unknown	24424621
HDAC1	CDKN1A	2	12665570;15130752;18210215;19182791
HDAC1	CDKN1A	Unknown	16287849;17172847
HDAC1	CDKN2A	Unknown	23455154
HDAC1	CLDN7	1	19277896
HDAC1	COL1A2	1	16464847
HDAC1	COL1A2	Unknown	24058639
HDAC1	CXCL8	Unknown	11564889
HDAC1	CYP3A4	Unknown	21996064
HDAC1	DEFB1	Unknown	23185513
HDAC1	DNMT1	Unknown	23242655
HDAC1	E2F1	2	9724731
HDAC1	EGFR	2	22025675
HDAC1	EGR1	2	21983014
HDAC1	EIF2AK1	2	19133234
HDAC1	EPCAM	Unknown	20940408
HDAC1	ESR1	2	18316616;20101232;23242655
HDAC1	ESR1	Unknown	21655924
HDAC1	FOS	2	17056544
HDAC1	GAD1	2	19029285
HDAC1	GRIN2B	1	19081374
HDAC1	HLA-DRA	2	11533238
HDAC1	HMGCS1	Unknown	12626711
HDAC1	HSPA5	2	19417144
HDAC1	ICAM1	1	12490396
HDAC1	IGFBP3	1	12200149
HDAC1	IL2	2	17056544
HDAC1	KLF4	2	15051827
HDAC1	ABCB1	Unknown	20037778
HDAC1	MGMT	Unknown	18555750
HDAC1	MICA	Unknown	17625602
HDAC1	MICB	Unknown	17625602
HDAC1	MMP28	2	20144149
HDAC1	MMP9	2	22879913
HDAC1	NFKB1	Unknown	24448807
HDAC1	NOS3	Unknown	22848708
HDAC1	PCNA	2	9650586
HDAC1	PCNA	Unknown	18691180
HDAC1	PHB	2	21152868
HDAC1	POU5F1	Unknown	22867868
HDAC1	PSIP1	Unknown	23386123
HDAC1	PTGS2	1	17395887
HDAC1	RARB	2	14731134
HDAC1	RECK	1	20442303
HDAC1	RECK	2	20442303
HDAC1	RECK	Unknown	16377629
HDAC1	RECQL4	2	15674334
HDAC1	RELN	2	19029285
HDAC1	RGS10	Unknown	24475290
HDAC1	RHOB	2	13679859
HDAC1	RUNX3	1	18850007
HDAC1	RUNX3	2	18850007
HDAC1	RUNX3	Unknown	18430739;22274925
HDAC1	SERPINB5	Unknown	10709100
HDAC1	SFRP1	Unknown	23770846
HDAC1	SMAD7	Unknown	24369345
HDAC1	SNAI2	2	18588516
HDAC1	SP1	2	21636851
HDAC1	SPP1	2	20609221;22422937
HDAC1	STAT3	Unknown	18611949
HDAC1	TERT	Unknown	19587703
HDAC1	TFF1	2	19581286
HDAC1	TJP1	2	20580679
HDAC1	TNFRSF10A	Unknown	18408217
HDAC1	TP53	2	15130752
HDAC1	TXNIP	2	19351825
HDAC10	TXNIP	2	20680488
HDAC11	IL10	2	19011628
HDAC11	IL17A	2	21239696
HDAC11	MYC	Unknown	20493879
HDAC11	TNF	2	21239696
HDAC11	TNFSF4	1	21239696
HDAC2	ALOX5	1	21883892
HDAC2	APAF1	2	18834886
HDAC2	BMP7	2	17452977
HDAC2	CAD	Unknown	14559996
HDAC2	CCL2	Unknown	22679019
HDAC2	CCNE1	2	22214847
HDAC2	CD1D	2	22419072
HDAC2	CDH1	2	19706751;20714342;21685935
HDAC2	CDKN1A	Unknown	20190809
HDAC2	COL1A2	2	16464847
HDAC2	CXCL8	2	19411311
HDAC2	CXCL8	Unknown	11564889
HDAC2	Dec-01	Unknown	21317427
HDAC2	DNMT1	2	22328086
HDAC2	GRM2	Unknown	22864611
HDAC2	IGF1	Unknown	18193094
HDAC2	KLF4	2	19486889
HDAC2	MUC5AC	2	22798432
HDAC2	MYC	Unknown	20493879
HDAC2	MYCN	Unknown	15382088
HDAC2	PHB	2	21152868
HDAC2	SNAI2	2	23836662
HDAC2	SP1	2	21636851
HDAC2	TGFBR2	2	19088080
HDAC2	TNFSF10	2	23630076
HDAC2	TP63	Unknown	21317427
HDAC2	TWIST1	2	23836662
HDAC2	VEGFA	Unknown	23926105
HDAC3	ALOX5	1	21883892
HDAC3	APOC3	Unknown	20516075
HDAC3	CDH1	2	20049841
HDAC3	CDKN2A	2	18558095
HDAC3	CXCR4	2	20473547
HDAC3	EGFR	Unknown	21464950
HDAC3	GAS2	2	20679491
HDAC3	GATA2	2	11567998
HDAC3	GCM1	Unknown	16528103
HDAC3	GRHL1	2	24419085
HDAC3	GTF2I	Unknown	21549311
HDAC3	IFNA1	2	22685561
HDAC3	JUN	2	17244530
HDAC3	LGALS9	Unknown	22027828
HDAC3	LSS	Unknown	17925399
HDAC3	MBD1	Unknown	16432238
HDAC3	MMP2	2	17079677
HDAC3	MYC	2	19279113;23079660;23714368
HDAC3	PCK2	Unknown	17456789
HDAC3	PRAM1	Unknown	16730330
HDAC3	TLR9	Unknown	25194054
HDAC3	TNF	Unknown	15356147
HDAC3	ULBP1	Unknown	19430493
HDAC3	VEGFA	Unknown	23926105
HDAC4	ATF4	Unknown	24308964
HDAC4	CA9	Unknown	20110259
HDAC4	CDKN1A	2	18632985
HDAC4	CDKN2A	2	18558095
HDAC4	HDAC3	Unknown	11804585
HDAC4	HOXB13	2	19013255
HDAC4	IL10	2	17610967
HDAC4	IL5	Unknown	16922677
HDAC4	JUN	1	10523670
HDAC4	JUN	2	10523670
HDAC4	KLF4	Unknown	21118993
HDAC4	MEF2A	2	17179159
HDAC4	MEF2A	Unknown	10748098
HDAC4	MMP13	2	17656568;19423655
HDAC4	PTPA	Unknown	18045992
HDAC4	PTGES	Unknown	19115247
HDAC4	PTGS2	1	18820298
HDAC4	RECK	Unknown	22781396
HDAC4	RUNX2	2	19509297
HDAC4	SLC2A4	Unknown	23899560
HDAC4	SMAD4	Unknown	23817620
HDAC4	TGIF1	1	17610967
HDAC4	TGIF2	1	17610967
HDAC4	VCAM1	1	19281832
HDAC4	VEGFA	2	19509297
HDAC4	WT1	2	18064385
HDAC5	FGF2	2	19351956
HDAC5	IGF2	Unknown	19666599
HDAC5	MEF2A	2	15194749
HDAC5	MEF2A	Unknown	10748098
HDAC5	SLC2A1	1	22991226
HDAC5	SLC2A4	2	22991226
HDAC5	SLC2A4	Unknown	23899560
HDAC5	SLIT2	2	19351956
HDAC5	WT1	2	18064385
HDAC5	YY1	1	18632988
HDAC7	ACTN4	2	16980305
HDAC7	AKAP12	2	22584896
HDAC7	CDKN1A	1	20693714
HDAC7	CYP7A1	Unknown	17654698
HDAC7	ESR1	2	21078666
HDAC7	HDC	2	17827213
HDAC7	HIF1A	1	20693714
HDAC7	HIF1A	2	22172637
HDAC7	MAML1	Unknown	20203086
HDAC7	MEF2A	2	11585834
HDAC7	MEF2C	2	11585834
HDAC7	MEF2D	2	11585834
HDAC7	MMP10	2	16873063;20693714
HDAC7	NR4A1	Unknown	15623513
HDAC9	APP	Unknown	20145244
HDAC9	CDKN2A	1	19122829
HDAC9	CFLAR	1	20087862
HDAC9	CFLAR	2	15540114
HDAC9	CITED2	2	18054336
HDAC9	DIRAS3	2	16158053
HDAC9	ESR1	2	19185986
HDAC9	HSPA5	2	19417144
HDAC9	IGFBP1	2	12609987
HDAC9	IL18	Unknown	11944905
HDAC9	MEF2A	2	12242305;15194749
HDAC9	MMP13	1	18054336
HDAC9	MYEF2	2	10487760
HDAC9	NFKB1	2	15964798
HDAC9	PRL	2	12609987
HDAC9	RELA	2	15964798
HDAC9	STAT6	2	21106524
HDAC9	TNFRSF10B	2	15964798
HDAC9	TP53	2	15964798
HDGF	CDH1	2	22247069
HDGF	FAS	1	19710540
HDGF	SMYD1	2	19162039
HDGF	VEGFA	1	14662017;21302807
HDGF	VEGFB	1	14662017
HDGF	VIM	1	22247069
HES1	ASCL1	2	11054669;21573214;9144241
HES1	CD4	2	11287612
HES1	DBF4	1	12420215
HES1	E2F1	2	15467735
HES1	HTR1A	Unknown	18499474
HES1	MAP2	2	19880519
HES1	PTEN	2	18414037
HES1	PTGDS	2	15743775
HES6	ASCL1	2	16103883
HES6	HTR1A	Unknown	18499474
HEXIM1	CCND1	2	18757415
HEXIM1	VEGFA	Unknown	20453883
HEY1	ACTA2	2	18239137
HEY1	BMP2	2	21945409
HEY1	GATA4	2	16199874
HEY1	GATA6	2	16199874
HEY1	KDR	2	16782059;17028039;18694572
HEY1	OCLN	1	17028039
HEY1	PROX1	2	22719258
HEY2	ACTA2	2	18239137
HEY2	GATA4	2	16199874
HEY2	GATA6	2	16199874
HEYL	AR	2	21454491
HHEX	HNF4A	1	22068426
HHEX	SLC5A5	1	16854221
HHEX	TLE1	Unknown	15187083
HIC1	ACKR3	2	23340301
HIC1	ACKR3	Unknown	19525223
HIC1	E2F1	2	19486893
HIC1	EPHA2	2	22184117
HIC1	LRP8	2	24076391
HIC1	MYC	2	24067369
HIC1	SIRT1	2	19525223;19649206
HIC1	SIRT1	Unknown	22064865
HIC1	STAT3	1	24067369
HIC1	VEGFA	2	24067369
HIC1	VLDLR	2	24076391
HIF1A	ABCB1	2	12067980
HIF1A	ACE	1	19592460
HIF1A	ACE2	2	19592460
HIF1A	AGTR1	1	15718424
HIF1A	ALAS2	1	21207956
HIF1A	ALDOA	1	8955077
HIF1A	ALOX5AP	Unknown	20448047
HIF1A	APEX1	2	19524065
HIF1A	AR	1	17426252;21056661
HIF1A	ARNT	Unknown	12239177
HIF1A	ARNT2	Unknown	12239177
HIF1A	ASS1	1	19934275
HIF1A	BAX	1	15706354
HIF1A	BID	2	15024076
HIF1A	BNIP3	1	17848618
HIF1A	BNIP3	Unknown	17513511
HIF1A	CA9	1	12171890;19154183
HIF1A	CA9	Unknown	17486380;19238077
HIF1A	CCND1	2	20179204
HIF1A	CCR7	1	17178876;19305150
HIF1A	CDH1	2	22295844
HIF1A	CTGF	1	17034590
HIF1A	CXCL12	Unknown	12384916
HIF1A	CXCR4	1	17075581
HIF1A	CXCR4	Unknown	19212630
HIF1A	E2F3	1	20308562
HIF1A	EDN1	1	19783678
HIF1A	EDNRB	1	19783678
HIF1A	EGLN1	Unknown	12839937;22075993
HIF1A	EGLN3	Unknown	15156561
HIF1A	ENO1	1	8955077
HIF1A	EPO	1	8089148;8663540
HIF1A	EPO	Unknown	16281953
HIF1A	ERCC2	Unknown	19934262
HIF1A	FAM162A	Unknown	15082785
HIF1A	FGF2	1	19492421
HIF1A	GAPDH	Unknown	11955624
HIF1A	GCK	Unknown	14612449
HIF1A	HBEGF	1	22641673
HIF1A	HIF1A	2	14744852
HIF1A	ITGB2	1	15235127
HIF1A	KLK3	Unknown	23884959
HIF1A	LDHA	1	8955077
HIF1A	LEP	1	18559540
HIF1A	LEP	Unknown	19080496
HIF1A	LOX	Unknown	17685448
HIF1A	MET	1	16099863
HIF1A	MICA	1	21092233
HIF1A	MIF	1	20727156
HIF1A	MMP2	1	17335808
HIF1A	MMP2	2	17332917;18570733
HIF1A	MUC1	Unknown	19141292
HIF1A	MUC3A	Unknown	16823775
HIF1A	NR3C1	Unknown	15699159
HIF1A	NR4A1	1	14729605
HIF1A	NT5E	1	12370277
HIF1A	PFKFB3	Unknown	16025159
HIF1A	PFKFB4	Unknown	16311927
HIF1A	PGK1	1	8089148
HIF1A	PIK3CA	Unknown	23060442
HIF1A	PLAU	Unknown	14567996
HIF1A	PPARA	Unknown	14521756
HIF1A	PPP1R3C	Unknown	20888814
HIF1A	PTGES	1	18050215
HIF1A	RECK	2	20442303
HIF1A	RORA	1	14742449
HIF1A	SDHB	2	17102089
HIF1A	SERPINE1	Unknown	11877282;14567996;17570486
HIF1A	SETD2	1	18842833
HIF1A	SETD2	Unknown	19091749
HIF1A	SLC29A1	2	19853583
HIF1A	SLC2A1	1	15525582
HIF1A	SLC2A1	Unknown	16025159;17426252;17486380;18097583
HIF1A	SOCS1	1	20003295
HIF1A	STAT3	Unknown	23991099
HIF1A	TERT	1	15048086;18754863
HIF1A	TFRC	Unknown	10446187;10446188
HIF1A	TGFB3	1	16611863
HIF1A	TGFB3	2	10831118
HIF1A	TIMP2	1	17332917
HIF1A	TLR2	Unknown	18159247
HIF1A	TLR6	Unknown	18159247
HIF1A	TUBB3	Unknown	21176881
HIF1A	TWIST1	1	23623921
HIF1A	TWIST1	Unknown	21931630
HIF1A	TWIST2	Unknown	21931630
HIF1A	VEGFA	1	11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A	VEGFA	2	12509854;14712484;15930297;16596228;18471962
HIF1A	VEGFA	Unknown	11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A	VEGFB	Unknown	21731766
HIF1A	VHL	Unknown	12205091;15962286;17140440
HIF1A	VIM	1	22295844
HIF1A	WASF3	1	22581642
HIF1A	XPC	1	19934262
HIF1A	ZNF217	1	21483406
HIF3A	EPAS1	Unknown	19755485
HIF3A	HIF1A	Unknown	19755485
HINFP	MBD2	2	11553631
HIPK2	ABCB1	Unknown	20646448
HIPK2	CDKN1A	1	15897882
HIPK2	CTBP2	Unknown	23393140
HIPK2	HIF1A	2	19046997
HIPK2	MEF2C	2	23620283
HIPK2	NOX1	2	20171273
HIPK2	TP53	Unknown	12851404
HIPK2	VEGFA	2	18644116;19046997
HIPK2	VIM	2	22236966
HIRA	PLB1	2	9809417
HIVEP2	HLA-A	Unknown	1409593
HIVEP2	HLA-B	Unknown	1409593
HIVEP2	HLA-C	Unknown	1409593
HIVEP2	HLA-E	Unknown	1409593
HIVEP2	HLA-F	Unknown	1409593
HIVEP2	HLA-G	Unknown	1409593
HLF	DBP	1	9571207
HLF	RUNX1	2	11486032
HLTF	HERC2	Unknown	22234890
HLTF	OCA2	1	22234890
HLX	BTG1	Unknown	22897850
HLX	PAK1	Unknown	22897850
HMG20B	BRCA2	Unknown	21399666
HMGA1	BRCA1	2	12640109;16007157
HMGA1	CD44	1	15901130
HMGA1	CDC25A	1	22249617
HMGA1	CDH1	2	22276142
HMGA1	CRYAB	Unknown	17723105
HMGA1	CXCL1	Unknown	11112786;7479086
HMGA1	IL1B	Unknown	15901130
HMGA1	INSR	1	16707431
HMGA1	INSR	2	17434141
HMGA1	KL	1	15378028
HMGA1	POU1F1	1	22199144
HMGA1	PTGS2	1	22898640
HMGA1	RAG2	Unknown	15713121
HMGA1	SLC2A3	1	22706202
HMGA1	SP1	Unknown	20335021
HMGA1	TP53	Unknown	20335021
HMGA1	TWIST1	1	22276142
HMGA1	XPA	2	17616660
HMGA2	CDH1	1	19179606
HMGA2	COL11A2	1	16375854
HMGA2	IGF2BP2	Unknown	17426251;22513850
HMGA2	POU1F1	1	22199144
HMGA2	SNAI1	Unknown	22241470
HMGB2	GFI1B	1	19965638
HMGB2	TNF	1	18218727
HMGN1	FOS	Unknown	17938209
HMGN1	PCNA	Unknown	22393258
HMGN1	TFF1	Unknown	17938209
HNF1A	ACAT2	1	16274362
HNF1A	AKR1C4	Unknown	11284743
HNF1A	ALB	Unknown	1321810
HNF1A	APOM	Unknown	21454713
HNF1A	CDH17	1	20568120
HNF1A	CRP	Unknown	18292576;8703909
HNF1A	CSRP1	Unknown	18292576
HNF1A	CYP1A2	Unknown	7723729
HNF1A	FABP1	Unknown	20357450
HNF1A	GPR39	Unknown	17488974
HNF1A	IGFBP1	1	7684229
HNF1A	LCT	1	9582375
HNF1A	MTTP	1	22357705
HNF1A	MTTP	Unknown	18697801
HNF1A	NT5E	Unknown	10428853
HNF1A	SLC22A10	1	20829431
HNF1A	SLC22A9	1	20829431
HNF1A	SLCO1B3	Unknown	16741617
HNF1A	TM4SF1	2	18697801
HNF1A	UGT1A1	1	18172616
HNF1A	UGT1A10	1	15044625
HNF1A	UGT1A7	Unknown	20406851
HNF1A	UGT1A8	1	15044625
HNF1A	UGT1A9	1	15044625
HNF1A	UGT2B17	1	11191885
HNF1A	UGT2B7	1	10779377
HNF1A	VEGFA	Unknown	21731766
HNF1B	FXYD2	Unknown	24204001
HNF1B	UMOD	1	18846391
HNF4A	ABCC6	Unknown	20463007
HNF4A	ABCG5	2	21123766
HNF4A	ABCG8	2	21123766
HNF4A	ACAT2	Unknown	19478207
HNF4A	AFP	1	9792724
HNF4A	AKR1C4	Unknown	11284743
HNF4A	APOA1	Unknown	7961760
HNF4A	APOA2	Unknown	1639815
HNF4A	APOB	Unknown	1639815
HNF4A	APOC3	Unknown	1639815;20516075
HNF4A	C1QTNF5	1	20621834
HNF4A	CDKN1A	Unknown	17885207
HNF4A	CEACAM1	1	8055923
HNF4A	CYP27A1	Unknown	12957378
HNF4A	CYP2B6	Unknown	18666237
HNF4A	CYP2C8	1	20086032
HNF4A	CYP2C9	1	15919766;16540586;18552123;20086032
HNF4A	CYP2C9	Unknown	16882880
HNF4A	CYP2D6	1	11752221
HNF4A	CYP3A4	Unknown	12514743
HNF4A	CYP7A1	2	23626788
HNF4A	FABP2	1	17343826
HNF4A	GCK	Unknown	14612449
HNF4A	GFER	2	18513187
HNF4A	GH1	2	17991764
HNF4A	GPR39	Unknown	17488974
HNF4A	HNF1A	Unknown	9792724
HNF4A	KCNJ11	Unknown	17894829
HNF4A	LDLR	1	21123766
HNF4A	LIPC	Unknown	16603721
HNF4A	MMP7	1	15000152
HNF4A	MTTP	1	22357705
HNF4A	MYC	1	23714368
HNF4A	NPC1L1	1	21123766
HNF4A	NR1I2	1	12601364;18305375
HNF4A	PCSK9	1	21123766
HNF4A	PPARA	Unknown	11981036
HNF4A	RNASE2	1	19115260
HNF4A	SERPINC1	1	8910619
HNF4A	SHBG	1	22210320
HNF4A	SLC22A6	Unknown	17344191
HNF4A	SLC26A3	Unknown	17761837
HNF4A	TBP	Unknown	19805548
HNF4A	TCF7L2	Unknown	22951069
HNF4A	UGT1A7	Unknown	20406851
HNF4A	UGT2B7	Unknown	21415305
HNF4G	AFP	1	9792724
HNF4G	AKR1C4	Unknown	11284743
HNF4G	CYP2D6	1	11752221
HNRNPD	KLF2	Unknown	15835916
HNRNPR	ASCL1	Unknown	25124043
HOPX	FLG	1	21256618
HOPX	FOS	2	19173292
HOPX	LOR	1	21256618
HOXA1	BCL2	1	12482855;15665309
HOXA1	CCND1	1	15665309
HOXA1	EPAS1	Unknown	17213808
HOXA1	IER3	Unknown	17213808
HOXA1	LYL1	Unknown	19608273
HOXA1	MYC	1	15665309
HOXA1	PCNA	Unknown	17213808
HOXA10	BHLHE22	1	17350963
HOXA10	CDKN1C	2	15749785
HOXA10	EMX2	1	15494461
HOXA10	EMX2	2	12482956;15126568;17350963
HOXA10	ID2	1	20565746
HOXA10	IGFBP1	1	15200677;20478621
HOXA10	IL11	2	20478621
HOXA10	IL15	1	20478621
HOXA10	ITGB3	Unknown	11875117
HOXA10	KLF9	2	20463357
HOXA10	LYL1	Unknown	19608273
HOXA10	MYCN	2	21261500
HOXA10	PHGDH	2	19778996
HOXA10	SNAI1	2	16424022
HOXA10	TP53	1	21993662
HOXA10	WT1	Unknown	19017365
HOXA11	HOXA10	2	17688409
HOXA4	TH	Unknown	12670698
HOXA5	ARHGEF1	1	17379095
HOXA5	PGR	1	10875927
HOXA5	PTN	1	15757903
HOXA5	TH	Unknown	12670698
HOXA7	CDH1	1	11742062
HOXA7	IVL	1	11435435
HOXA7	KRT10	1	11435435
HOXA7	TERT	Unknown	20686504
HOXA7	VIM	1	11742062
HOXA9	ARHGEF1	1	17379095
HOXA9	CDH3	Unknown	25023983
HOXA9	ID2	1	20565746
HOXA9	MYCN	1	21261500
HOXA9	NFKB1	2	18068911
HOXA9	RELA	2	18068911
HOXA9	SELE	Unknown	22269951
HOXA9	SHOX	Unknown	23028966
HOXA9	VCAM1	Unknown	22269951
HOXB1	TCF4	2	15126340
HOXB13	TCF4	2	15928669
HOXB4	PROM1	Unknown	15735039
HOXB7	CCND1	1	21474578
HOXB7	CDKN1B	2	21474578
HOXB7	DAPK1	2	17540169
HOXB7	EGFR	1	21690342
HOXB7	FGF2	1	21183939;8756643
HOXB7	MMP2	1	21183939
HOXB7	PDGFA	1	21183939
HOXB7	THBS2	2	21183939
HOXB7	VEGFA	1	21183939
HOXB7	WNT5A	1	21183939
HOXC10	HOXB8	2	18534812
HOXC11	LCT	Unknown	9582375
HOXC11	S100B	Unknown	20145129
HOXC13	DSG4	2	19683850
HOXC13	SPI1	2	18076876
HOXC6	IGFBP3	2	15637592
HOXC6	MME	2	15637592
HOXC8	TNFRSF11B	Unknown	11139569
HOXC9	HOXB8	2	18534812
HOXD1	ITGB1	Unknown	21501586
HOXD13	FHL1	Unknown	18758158
HOXD3	ITGA5	Unknown	14610084
HOXD3	ITGAV	Unknown	14610084
HOXD3	ITGB1	Unknown	14610084
HOXD3	ITGB3	Unknown	14610084
HOXD3	PLAU	Unknown	14610084
HOXD9	HOXD9	1	7926763
HR	OLR1	1	20881612
HSF1	ABCB1	Unknown	10816597
HSF1	ATG7	1	23386620
HSF1	BAG3	2	19006120
HSF1	BAG3	Unknown	20692357
HSF1	CDKN1A	2	20622894
HSF1	CRYGA	Unknown	19250318
HSF1	CRYGB	Unknown	19250318
HSF1	FKBP4	Unknown	20692357
HSF1	FUT4	Unknown	23959823
HSF1	GUCA2B	2	22129966
HSF1	HLA-G	Unknown	11005379
HSF1	HOPX	Unknown	22669480
HSF1	HSD17B6	2	16278218
HSF1	HSP90B2P	Unknown	17897941
HSF1	HSPA1A	Unknown	17897941;20692357;23212905;23874968
HSF1	HSPA1B	Unknown	20692357
HSF1	HSPA4	1	12813038;23349863;8114740;8455624
HSF1	HSPA4	Unknown	1508207;15777846;16554822;22940245;23264262
HSF1	IL1B	2	10328874
HSF1	JUN	Unknown	24127737
HSF1	LDHA	1	19668225
HSF1	MAP3K14	Unknown	19381566
HSF1	MICA	1	19139882
